Shipment_ID,Origin,Destination,Distance_km,Shipment_Mode,Carrier,Quantity,Weight_kg,Volume_m3,Shipment_Value_INR,Weather_Conditions,Traffic_Conditions,Planned_Duration_Days,Actual_Duration_Days,Delay_Days,Status
SH2180,Mumbai,Kochi,1486,Road,Blue Dart,9320,14758.75,56.696,79224964.75,Sunny,Moderate,4,4.49,0.49,On Time
SH2181,Bengaluru,Chennai,3418,Rail,Blue Dart,2379,13800.55,34.68,29767719.17,Rainy,Moderate,8,9.05,1.05,Delayed
SH2182,Kochi,Ahmedabad,6837,Air,Gati,3967,31304.58,100.883,439915228.47,Foggy,Low,5,6.55,1.55,Delayed
SH2183,Hyderabad,Ahmedabad,5451,Air,Blue Dart,6012,36781.18,92.993,548215794.28,Sunny,Moderate,4,3.51,-0.49,On Time
SH2184,Mumbai,Chennai,8089,Ocean,Blue Dart,2522,21701.94,82.72,31327952.07,Rainy,Low,16,15.99,-0.01,On Time
SH2185,Chennai,Kochi,3390,Air,TCI,704,8023.82,17.489,77916707.24,Sunny,Moderate,2,2.53,0.53,On Time
SH2186,Hyderabad,Ahmedabad,5963,Ocean,Gati,5227,31465.52,71.593,51804423.86,Foggy,Low,11,12.96,1.96,Delayed
SH2187,Ahmedabad,Kolkata,4303,Ocean,CONCOR,6536,15765.85,35.65,19884574.13,Sunny,Low,10,9.8,-0.2,On Time
SH2188,Bengaluru,Hyderabad,200,Road,Blue Dart,9663,25618.1,79.768,132253362.05,Rainy,High,1,3.92,2.92,Delayed
SH2189,Kochi,Kolkata,4982,Air,CONCOR,7880,5085.67,22.499,43004246.97,Stormy,Moderate,4,13.19,9.19,Delayed
SH2190,Delhi,Bengaluru,3568,Air,Gati,8001,43931.27,135.434,626012426.64,Stormy,Moderate,2,7.77,5.77,Delayed
SH2191,Delhi,Kochi,3830,Rail,CONCOR,5615,10977.66,65.697,38821369.0,Sunny,Low,9,9.84,0.84,On Time
SH2192,Hyderabad,Bengaluru,2834,Rail,Blue Dart,1249,12772.98,48.477,38806441.74,Rainy,Moderate,7,8.54,1.54,Delayed
SH2193,Hyderabad,Ahmedabad,12307,Ocean,Gati,1792,7584.92,35.442,8193669.97,Foggy,High,24,24.73,0.73,On Time
SH2194,Delhi,Hyderabad,3995,Air,Gati,1927,3003.82,17.724,40872657.76,Sunny,Moderate,3,3.29,0.29,On Time
SH2195,Kochi,Chennai,1270,Road,Blue Dart,8356,99239.59,236.645,555654417.7,Stormy,High,3,8.21,5.21,Delayed
SH2196,Ahmedabad,Bengaluru,231,Road,SCI,6259,59632.56,192.921,259390479.77,Sunny,Moderate,1,1.94,0.94,On Time
SH2197,Kochi,Delhi,400,Road,Blue Dart,3335,31410.6,72.527,143176645.94,Sunny,Moderate,1,1.0,0.0,On Time
SH2198,Kolkata,Bengaluru,494,Road,TCI,7406,6952.5,23.141,22302104.52,Stormy,Moderate,1,3.3,2.3,Delayed
SH2199,Kochi,Ahmedabad,12075,Ocean,Blue Dart,8741,65675.1,215.217,66247712.31,Rainy,Low,24,25.25,1.25,Delayed
